client_id,Temperature_C,Humidity_%,Soil_Moisture_mm,Fertilizer_Use_Level,Crop_Yield
Farm_A,32.483570765056164,57.92603548243223,332.3844269050346,High,High
Farm_A,37.61514928204013,58.580684971530424,253.55859499830336,Low,High
Farm_A,27.095609329882425,52.122452892327786,271.4309917122929,Medium,Low
Farm_A,25.379585811264477,60.333327399179744,278.6103543198327,High,Low
Farm_A,25.459879622393945,38.81544447997062,373.2824384460777,High,Low
Farm_A,28.871118497567323,59.633172337589016,317.7775658561216,Low,High
Farm_A,26.99873074947044,74.21159731569958,314.55170006310914,High,High
Farm_A,26.8222012986268,76.95342290845555,318.6559457364709,High,High
Farm_A,34.11272456051594,41.68734525043467,310.4431797502378,Medium,High
Farm_A,20.201649380601122,27.324986297644372,247.80517958825826,Medium,High
Farm_A,33.72929770912716,32.45125141023671,328.2232119277568,Low,Low
Farm_A,30.127503340406744,71.60550625250522,273.092916916852,Medium,High
Farm_A,22.450213588916956,70.82253693537969,257.82900383203577,Low,High
Farm_A,27.43337297301417,49.84616999541062,330.5838144420434,High,High
Farm_A,35.154997612479754,73.96920178674299,258.0391238388681,High,High
Farm_A,28.453938120743928,46.55497225306047,294.4006089746529,High,Low
Farm_A,35.898581723503504,46.52688090816483,341.7397709615214,Low,Low
Farm_A,31.482806921644855,45.99355738631925,339.2104093826969,Medium,High
Farm_A,16.901274479551276,72.32853756562835,304.35235341190855,Low,High
Farm_A,28.504963247670663,56.70492168243732,317.85562857558733,Low,High
Farm_A,38.114602496706866,72.35599615462712,314.6529622822786,Medium,High
Farm_A,34.48315191855473,63.85675305084419,315.7256447931586,Medium,High
Farm_A,26.129785346267482,54.60332782062019,336.20416257629387,Low,Low
Farm_A,28.72117681520529,79.10600430209334,285.402366458719,Low,Low
Farm_A,30.63506119685899,41.2583441580011,397.2557807243393,Medium,Low
Farm_A,29.2333177124193,57.580714325009865,320.2025428407269,Low,High
Farm_A,29.922583299941106,59.58935331622262,340.89367561082827,High,Low
Farm_A,24.726977652665813,60.9034531491154,423.1621056242643,Medium,Low
Farm_A,36.18508036468231,38.60281672911671,316.9011329437571,Medium,High
Farm_A,39.87285598476743,71.50945258059606,242.51037112528206,High,Low
Farm_A,33.639165570829334,50.7139595946756,317.807991519469,Medium,High
Farm_A,29.890595628306176,45.14195512303968,271.6851135198614,Low,High
Farm_A,24.516238507114053,49.765476541195916,344.37558072081345,High,Low
Farm_A,33.027415654238375,46.20863648649295,377.496720250877,Medium,High
Farm_A,35.846038234763114,73.0997545363414,310.28250670033356,Medium,Low
Farm_A,22.782583241518807,75.65790916377986,326.3224080667348,Low,High
Farm_A,30.314122998665912,67.5239454801926,292.6527303539814,Low,Low
Farm_A,30.9031148687011,67.82912348425347,314.8492336616593,Medium,High
Farm_A,26.599876392107547,63.48380545741505,314.65362366493406,Low,Low
Farm_A,26.42824290986816,57.8551359793871,203.2714902249475,High,High
Farm_A,33.67250532440023,45.682541070578694,262.4410287668036,High,High
Farm_A,24.34785973439735,66.2717778293338,205.67359771071807,High,Low
Farm_A,25.552427851872384,47.762845725518424,296.1449145292948,Medium,High
Farm_A,31.70575987408322,30.954356850230997,257.63212359436784,Low,High
Farm_A,22.967973664092256,59.48205515857787,251.84921869669367,High,High
Farm_A,34.88590000406536,33.251234067517146,287.8432769796492,Medium,Low
Farm_A,32.366188122867726,58.90756631014691,257.6603140965798,High,Low
Farm_A,22.425763876570677,25.228976277182568,286.5990824078564,Medium,High
Farm_A,33.15037469300504,86.44406208454842,311.5476861472566,Medium,Low
Farm_A,25.955315543048194,47.171392216802836,248.64691205322015,Medium,High
Farm_A,35.41525621587638,75.80703078052355,231.11653160214544,High,High
Farm_A,25.310874800424386,69.85195996745969,228.20495903129842,Medium,Low
Farm_A,24.083671892727907,67.42493481287542,291.7345192723219,Medium,High
Farm_A,26.56412412333745,42.71151942509977,224.9615803396413,Medium,High
Farm_A,23.999341311349184,78.02070666326537,307.4916858169799,Low,Low
Farm_A,30.70453684035661,52.9210220131585,354.4475298483683,Low,High
Farm_A,26.42348145370016,70.19396623402014,263.48166841414314,Low,Low
Farm_A,31.082292947909874,84.95654684172376,263.03817842724465,Low,High
Farm_A,23.460428501653126,30.141006756339543,257.122555716945,Medium,High
Farm_A,34.200026883112145,67.57480918470685,343.2877597085061,Low,Low
Farm_A,29.422632950381335,72.47562865463772,284.0322461092611,Low,High
Farm_A,28.976917472612058,65.65944398190614,382.5675493239745,Medium,High
Farm_A,30.432829072612773,51.10675901309468,265.9997832941029,High,Low
Farm_A,28.682970775663634,66.65729142219342,338.73170267146685,Medium,High
Farm_A,27.25373546317849,76.45194381662105,405.6556078479101,Medium,High
Farm_A,27.50796688646777,53.39933269954524,306.53702886430455,High,Low
Farm_A,30.00906805597338,71.33902922687479,396.6771314714996,High,High
Farm_A,32.06937418625404,65.16102197103034,346.3116271442517,Medium,High
Farm_A,31.13492150609675,55.93556606748392,322.3144674000959,Low,High
Farm_A,35.681211585596316,52.70350850921459,310.379913064286,Low,High
Farm_A,26.888814175468603,54.667670386254606,347.60055469233475,Low,Low
Farm_A,37.26275123731185,66.72973011078008,296.0634158166097,Medium,High
Farm_A,39.35211948907759,85.32025548553372,269.2377392115255,Low,High
Farm_A,31.913997335753933,68.20646071755057,289.8903673783053,Low,Low
Farm_A,35.72185767737342,72.867969881827,268.6571065230923,Low,High
Farm_A,23.289963479733217,52.15217859619335,347.4571493890499,High,Low
Farm_A,27.943547046700928,74.76035316844636,305.1784042221175,High,High
Farm_A,31.338180070815625,76.85312672537275,407.1602594056944,Low,High
Farm_A,33.12059908526078,69.4251826389642,299.3876613576543,High,High
Farm_A,25.51372814257084,87.20499863818361,320.22914475587623,High,Low
Farm_A,33.06920670737712,80.36821182149983,278.334829654872,Medium,High
Farm_A,31.019113637637336,60.66525836248601,241.19362610054645,Medium,High
Farm_A,22.75957829251338,38.888043384351676,264.0777889373782,Low,Low
Farm_A,28.932764241440765,44.709877991398926,341.59790932872556,High,Low
Farm_A,28.48837878961846,59.93155756514555,265.8828699439923,Low,High
Farm_A,29.759022572320934,72.60256738917639,356.66710125345367,Medium,High
Farm_A,25.765331313761685,59.3212556439102,171.7829009269653,Medium,Low
Farm_A,35.71362941646916,61.04478996778319,349.17521531792323,High,High
Farm_A,34.217870113901725,44.00517782640047,264.90932787362,Low,High
Farm_A,25.164444726995168,73.08480955081018,309.1671002869176,Low,High
Farm_A,25.622191059840198,56.47727499616039,250.63853961635374,Medium,Low
Farm_A,27.544182356252712,48.646408642326065,256.2460588565941,Low,High
Farm_A,20.436467414678905,65.43714688207953,328.5673755163394,Low,Low
Farm_A,34.85261910006605,85.27027446908431,213.4842344787911,Low,High
Farm_A,35.897200603606436,52.962365218429426,214.34327354545613,Medium,High
Farm_A,36.76936187082706,49.58781069738759,305.49300365216243,Low,High
Farm_A,29.45685667955572,59.16772562553489,312.9694654499847,High,High
Farm_A,31.511741451658214,62.49644303704742,340.37778158027146,Low,High
Farm_A,27.74967264260378,69.34274898521248,246.61897853087027,High,Low
Farm_A,29.288102574893532,64.99759942259737,287.10489177282284,Medium,Low
Farm_A,31.661570059897958,48.7727019516517,377.55759877612616,High,Low
Farm_A,30.578373171464293,51.551120828094554,426.9628895605446,High,High
Farm_A,37.445225869422394,73.16737752720171,278.31748366140766,Medium,Low
Farm_A,28.288456806878003,34.03690344351649,372.21693959909055,High,Low
Farm_A,31.800845010677577,85.7789906102053,343.3035258021399,Medium,High
Farm_A,29.482119500491883,34.44926340967268,297.22261505516906,Low,High
Farm_A,19.662789499800617,58.66319940730818,234.77652497475734,High,High
Farm_A,33.348362744150194,95.12962803769493,244.90726000091195,High,Low
Farm_A,24.49374047576444,67.31509912384941,337.3684015805901,High,High
Farm_A,28.546538459844783,61.140720598445775,317.6479987769451,High,Low
Farm_A,27.348711908137794,48.10690751606484,294.6484820022721,Medium,High
Farm_A,24.82378838790313,54.38008007465784,259.066150734071,High,Low
Farm_A,32.5729449534527,78.06952608863737,342.5677132300255,Low,High
Farm_A,26.89818138732224,60.3562722299662,315.78179883406193,Medium,Low
Farm_A,30.960451903163246,83.95669083781216,287.35403479465026,High,Low
Farm_A,30.637172033340452,68.6483544458365,315.5625077271768,Medium,High
Farm_A,24.15115783087455,35.11362617418515,314.6833011804733,Medium,High
Farm_A,27.55615088272234,36.59241128425994,310.33447315005384,Low,High
Farm_A,35.276654982732076,69.80451392002986,256.30129402574516,High,High
Farm_A,29.983520398363233,91.26715845812346,369.54517480926376,High,Low
Farm_A,33.557271325974135,55.65933079300963,229.23987402412428,High,High
Farm_A,32.97700567855212,39.02148639271288,328.1484618345285,Medium,Low
Farm_A,28.96880520522067,25.83074373284164,339.8742102239157,High,High
Farm_A,30.72602030142729,49.13997305093552,273.37098488897976,High,High
Farm_A,31.42990083094142,86.74669253062585,362.0985299004928,Low,Low
Farm_A,29.57118415383583,48.55111265186225,209.75589496677406,Low,High
Farm_A,39.23490165723801,63.989329040316484,289.3263681546333,Medium,Low
Farm_A,30.69253981194221,101.75666135233577,219.44971950223893,Low,Low
Farm_A,40.3352200087569,30.825910644438757,229.98922244932322,Medium,Low
Farm_A,31.1483123211657,58.92488945163844,248.8090740255473,Medium,High
Farm_A,32.8853606359027,56.95431920935511,318.5572936685654,Low,Low
Farm_A,26.980074066420897,70.02151427635069,290.53961702521616,Medium,Low
Farm_A,32.8965171843611,67.45937666746163,338.14236453990605,High,Low
Farm_A,33.18983349510483,68.15224729445666,351.74604635402994,Medium,High
Farm_A,34.101228697431274,34.39084266558602,274.96068087912033,Medium,High
Farm_A,39.53509450955278,70.61886550454511,410.42252629330903,High,High
Farm_A,31.634636868820813,56.71349206786704,341.47027905917446,High,High
Farm_A,18.944323454960575,31.98972260446336,261.76043065222746,High,Low
Farm_A,31.69248203747207,53.77068129148798,331.63909330531425,High,High
Farm_A,41.35346428902198,74.5511666687059,336.0386524570289,Low,Low
Farm_A,37.54885656229812,66.03051720070383,282.62366331135223,Medium,High
Farm_A,34.14569342292634,48.308607061837,190.17426995839955,High,High
Farm_A,27.86296028775262,51.71031339979491,348.1925159357681,High,High
Farm_A,34.86778723760062,85.59245960096567,325.850786505898,High,Low
Farm_A,21.106398755478608,82.44066467233775,332.71828281770286,Medium,High
Farm_A,29.722076645447725,96.68627969425239,306.4610590987614,High,High
Farm_A,25.622374865940667,63.069153142873695,269.86760973473423,Low,High
Farm_A,36.509245840800475,62.758250278577364,305.00477212898494,Medium,High
Farm_A,28.35363146472091,52.94577829905835,279.8774445686581,High,High
Farm_A,27.854309824662046,60.835873684330416,354.70957592354745,High,Low
Farm_A,29.209960507105052,53.5967839507887,249.39478123699163,Low,High
Farm_A,21.725716640671152,59.0178396936381,340.37086805414003,High,High
Farm_A,22.48617491184698,56.08897252662271,243.72904961265556,Low,High
Farm_A,29.25481666635235,72.06658665166297,292.13930533177745,Low,High
Farm_A,25.46548252929123,49.190516470452245,303.92044612530384,Low,High
Farm_A,22.57649214241464,55.96666964167754,244.6737045629165,High,High
Farm_A,42.8667990162493,60.888276510217324,300.6964645956473,High,High
Farm_A,29.879374564449982,53.27959290299654,193.79509628349132,Low,Low
Farm_A,42.84963419845167,43.39343318099968,369.4291134520144,Low,High
Farm_A,16.703243214753137,42.33707452087596,310.1850899069425,Low,Low
Farm_A,30.548663195938964,57.24095766886532,325.6897706790306,Medium,High
Farm_A,28.52816669490847,74.03517589721191,363.57775474970794,Low,High
Farm_A,26.147388945829483,50.63956059539184,428.56861798443913,Low,High
Farm_A,30.745026834501623,67.50716279130948,247.3370639677502,High,High
Farm_A,36.24902659705607,66.3048688077678,286.2095217199004,High,High
Farm_A,24.712343742833287,64.89199533363177,237.44432118073485,Medium,High
Farm_A,27.386384897404803,75.73513838755333,264.782815472862,High,Low
Farm_A,22.957693518182204,52.86704183753476,350.7843472531742,Medium,Low
Farm_A,28.165134005598087,67.08594964259038,308.3207574381444,High,High
Farm_A,25.120100958541666,54.964273906701436,367.3022103732359,High,High
Farm_A,34.34870220114206,75.85687400034463,232.08261403569242,Medium,High
Farm_A,27.65280543295227,60.2765089959809,317.37908526808354,Low,High
Farm_A,34.750892397642836,68.09358609600214,367.33729893204975,Low,Low
Farm_A,30.63396579840235,90.08361068459931,335.8795789896525,Medium,High
Farm_A,25.50600045878768,46.355491537650416,254.67106634904798,Low,High
Farm_A,34.222211755146844,32.38688653002532,236.02115166321494,Medium,High
Farm_A,31.85796915243263,58.224031491806564,288.7497048314812,Low,High
Farm_A,36.03796085215131,68.11502808905443,306.64680926113454,High,High
Farm_A,30.476604034738596,62.685551948234476,330.37834321656794,High,High
Farm_A,22.404100085069114,52.7981611530556,414.92344308674166,Low,Low
Farm_A,29.82505754751519,86.56200953453265,268.65164711061163,High,Low
Farm_A,39.062242789984644,55.383215749802815,267.05507890118986,High,High
Farm_A,23.403260554312972,56.60632171486986,353.228433901335,High,High
Farm_A,30.59802834443535,79.29402920106901,353.1104925456856,Medium,High
Farm_A,31.335251926742266,71.01679211175451,285.8342342083693,Medium,Low
Farm_A,30.610269672515024,66.44427328698879,310.38438435815556,High,High
Farm_A,20.237565634946588,55.8075140129994,317.876312191861,High,High
Farm_A,27.063652911169108,76.93604156302715,295.97921131455035,High,High
Farm_A,40.95533002779859,65.10101445787846,236.29655075233381,Low,Low
Farm_A,37.070202305013844,44.362726886592924,363.89634146190826,High,High
Farm_A,36.66929809880357,64.76722598443705,402.11982113570366,Low,High
Farm_A,32.42587552614795,64.00575398803889,344.4815397811719,Medium,High
Farm_A,31.280807292169122,59.70177584566702,332.0451924704618,High,High
Farm_A,29.14043314464121,78.34756425887186,265.82841049349383,Low,Low
Farm_A,42.98852321617192,50.2444358389496,266.11454971874775,Medium,High
Farm_A,22.393775627056772,83.69358218596068,273.8569986423366,Medium,Low
Farm_A,20.693255481615886,55.50392135086196,322.7281741149828,Low,Low
Farm_A,33.72019135324581,30.994825483386595,239.63020841768127,High,High
Farm_A,34.92161199238292,56.790167336617365,297.52681451737834,Low,High
Farm_A,33.37409746083302,58.54350648895015,302.71594432271183,Low,High
Farm_A,31.44584321953909,96.82950209866341,268.1130007874342,Medium,Low
Farm_A,27.345015224990913,67.72909279480149,359.70909812755343,High,High
Farm_A,28.133003658117154,42.396446894818126,339.7953252423737,High,High
Farm_A,35.242654692538004,49.42183895505328,264.8189968536777,High,Low
Farm_A,18.77166400503082,46.82443219360823,290.95046305301383,High,High
Farm_A,21.190681289801308,64.28798086087357,316.72283949935127,Low,High
Farm_A,29.11526386252975,48.02554133192319,231.03403859927363,Low,Low
Farm_A,26.345349800290403,68.26601618213861,301.94388039614734,Low,High
Farm_A,30.216358473721453,75.45710130653745,307.5684737285188,Medium,High
Farm_A,34.31398492895244,66.14120126803695,331.89866350753863,High,High
Farm_A,26.810734516352795,52.88781628314815,276.7746537248756,Low,High
Farm_A,25.24834515901641,75.12781237167873,376.58444006204576,Medium,Low
Farm_A,35.20102964111831,58.57869939632396,311.4813965081827,Medium,High
Farm_A,29.237643224474517,60.431172344022265,363.92259313036493,High,Low
Farm_A,28.75868549607442,51.076645543956516,250.4409845194975,Medium,High
Farm_A,30.77203638480846,82.42700618276118,310.6815212214255,Medium,Low
Farm_A,29.767898146293,55.05127897299789,282.44296530895804,High,High
Farm_A,35.536942141693565,53.30349578174208,309.70449964491536,High,Low
Farm_A,33.759513090163495,74.653486170556,265.2289185055012,High,High
Farm_A,29.792149512287377,90.30602945523168,263.0062861768306,Low,Low
Farm_A,35.6830238585228,53.145490146338624,294.3504109065957,Low,Low
Farm_A,23.87532474905524,61.334284089145534,358.29568576857,Low,High
Farm_A,35.60926594713424,79.6581573703832,288.87936107722174,Low,High
Farm_A,24.265206856332803,54.844674780933246,377.4604738263152,High,High
Farm_A,28.79381971071835,65.28083094771445,237.4230287904778,High,High
Farm_A,37.2188230203663,41.76369938749124,307.7123656867034,Low,High
Farm_A,33.538577706248105,70.83810120435116,322.99645129110723,High,High
Farm_A,33.037571635747526,67.70752789598319,287.1594845790483,Medium,High
Farm_A,29.551321528563868,81.6017582317421,266.1803848970365,Medium,Low
Farm_A,39.004702164554075,66.66982778500439,250.23223180379915,Low,Low
Farm_A,26.826974823533217,74.93628355022034,286.1550580101811,Medium,High
Farm_A,29.873054768077566,64.92743055194724,296.3858260964788,Medium,Low
Farm_A,33.92900079325416,66.38186342677447,251.65119284353935,Low,Low
Farm_A,29.7614432192901,55.14965681570687,302.38017759071755,Medium,High
Farm_A,32.62444389331975,86.7243763563805,256.1840666012909,Low,Low
Farm_A,30.18830116583969,52.93337741545951,353.75621376086445,High,Low
Farm_A,38.988432634247616,69.61264291900514,271.4410505108602,High,High
Farm_A,32.86291390678079,63.15851966442878,344.01481246266246,Low,Low
Farm_A,39.059900620674355,65.36888593037654,319.66315756918385,Medium,High
Farm_A,33.40722540178643,54.968817844587136,420.6696957558568,High,High
Farm_A,36.58697032817163,62.96399407038599,403.76304363126326,Low,Low
Farm_A,26.55406090955216,85.28472452128747,276.98522779030765,High,High
Farm_A,41.84279563989596,53.63942127000752,282.3286628132002,Low,Low
Farm_A,19.8666893512833,69.28029821771858,356.46622187697506,High,Low
Farm_A,32.52995554979767,30.038829848107397,257.83134227303094,High,High
Farm_A,29.932252259762702,56.139351938649824,216.57079630612054,Medium,High
Farm_A,35.65626395198869,55.878787572383736,369.2221055842823,Medium,High
Farm_A,33.7872787465852,36.57289707906793,400.08685512650675,Low,Low
Farm_A,37.54862899224214,84.60755089331907,329.98919279823645,High,High
Farm_A,35.66773387251353,82.14810524588844,369.0045677073726,High,Low
Farm_A,27.61849679515586,80.82469052150712,382.9973801362644,Medium,High
Farm_A,36.37822241312887,64.85700191408918,285.42550105032547,Low,High
Farm_A,29.000300757048155,47.28714760365285,377.11279730242495,Medium,Low
Farm_A,39.022485441808044,40.12385293595929,353.6526079501563,Medium,High
Farm_A,30.08442529209948,58.593518257159936,219.0771083159862,High,High
Farm_A,37.73002073800063,61.15232836590383,235.85038879057151,Medium,High
Farm_A,29.182663316488966,42.822338639469294,329.3881492641874,Low,Low
Farm_A,30.575758995122918,72.70618514977552,361.125045744344,Low,High
Farm_A,27.661436139295716,86.86715680293939,308.69540208282524,High,Low
Farm_A,35.44718354680217,58.92598110878904,298.13888817450794,High,Low
Farm_A,30.745886301724678,52.834797811586895,268.80649019949396,High,Low
Farm_A,27.316307298792452,51.16854695689806,300.4645876265456,Medium,Low
Farm_A,39.85834375230908,56.802969949990185,303.3876786381081,High,High
Farm_A,32.000572373241084,66.41806015785579,195.60554826996957,High,Low
Farm_A,35.54091408368758,44.401411093117034,330.6386952531285,Medium,Low
Farm_A,24.73292218413172,49.188143715953416,324.1946158620945,Medium,High
Farm_A,32.73607969028502,46.24260292205946,298.455618221421,Low,High
Farm_A,40.017036335910525,65.60094287870332,325.3507882243596,High,High
Farm_A,35.52762966478992,77.8054545834057,331.93651110145925,Low,High
Farm_A,24.284975436347583,32.235894631570986,347.17319209326837,Medium,High
Farm_A,35.02571286639009,56.21429934803326,317.03000095499294,Low,Low
Farm_A,37.175907745950255,78.34785158139988,334.71167052429917,Medium,High
Farm_A,33.94950040018937,54.12861724969897,226.54602196818956,High,Low
Farm_A,25.504191864989803,43.55587369657197,227.99745587028528,High,High
Farm_A,34.37417219134566,27.645290329504903,353.17828596930093,High,Low
Farm_A,41.23064482968006,62.54540688528029,264.9942063397496,Medium,High
Farm_A,30.013911854607894,84.3064446765611,331.1198435261644,Medium,High
Farm_A,30.29200736051334,39.15641299854606,217.73006265215542,Low,Low
Farm_A,17.91774117393755,52.003441127032296,381.2191029300106,High,High
Farm_A,31.625668243158856,55.94100162504945,363.09102064670543,High,Low
Farm_A,30.6465348758317,65.7007119518854,239.13475720684937,Low,Low
Farm_A,27.589766025858914,59.49470209636926,252.48259084491326,Low,Low
Farm_A,34.85450365967155,50.738300813113526,204.39484194575698,Medium,High
Farm_A,31.984193329244025,50.95014652167431,220.65941422024554,Low,High
Farm_A,27.29838908431256,67.70311062245271,347.4469994918797,Low,Low
Farm_A,26.689437415877954,59.70543301609978,327.6244977208574,High,High
Farm_A,32.385018596975364,25.846309528505884,312.3748898418605,Low,High
Farm_A,41.252273839081354,44.10911804295084,323.87768580628233,Low,High
Farm_A,28.62338388247285,71.27063980613919,337.3582612129791,Medium,High
Farm_A,26.495841605669572,66.5333377256222,344.6131830185067,Low,Low
Farm_A,25.823264733701215,92.17723691660083,240.62007904852436,High,High
Farm_A,31.549103551135136,97.0207827334474,205.39078755881667,Medium,Low
Farm_A,36.122922188130715,84.35094843448569,223.15260199868396,Medium,High
Farm_A,31.33875612182231,70.0047060515724,222.52343652107442,Medium,High
Farm_A,38.388504070382204,51.69617637438008,328.44915395926375,High,High
Farm_A,38.14198311564269,72.14308908008861,234.5011420858803,High,High
Farm_A,22.81416619628854,41.66643304386654,248.8782310227117,Medium,High
Farm_A,40.39972961845261,62.94251318368093,269.90563943993834,Medium,High
Farm_A,24.523582739517526,70.99462768892222,232.137238458661,Medium,High
Farm_A,29.054592654190632,70.42496851165312,397.3271418757383,Medium,High
Farm_A,34.34221755370498,33.059565202753866,365.56051151962,High,High
Farm_A,33.47203159472686,58.33160907976949,254.8046179267605,Low,Low
Farm_A,29.899905503277857,65.75417956181899,254.34005471091945,High,Low
Farm_A,28.589097104873755,78.19646549968775,307.08584568199524,Low,Low
Farm_A,34.06648288291539,49.70521386526326,314.9026105053588,Medium,Low
Farm_A,35.00963774477597,49.76948425201029,241.27550587534307,Low,Low
Farm_A,30.43593202103215,70.62133682785014,257.5950650330384,High,High
Farm_A,21.994903511491238,65.47951489532683,370.10360736089217,Low,Low
Farm_A,17.424807737324965,60.42304067282891,409.5953677372207,Medium,High
Farm_A,33.40328969765772,64.01088471107855,316.0848903098007,High,Low
Farm_A,29.125201216522957,48.66382260760733,326.82549217852016,Medium,High
Farm_A,25.507660091044812,70.68407234258817,306.01128167171066,Medium,Low
Farm_A,42.32438817928842,55.49789573411263,267.47934826450035,High,High
Farm_A,32.648465664527215,67.65418515798106,349.8906359132014,Medium,Low
Farm_A,30.283249624485535,67.94539131535096,296.47506109704545,Low,High
Farm_A,32.43250821913101,54.39258908925852,331.6310649892135,High,High
Farm_A,32.70056355841563,40.762520683177165,251.67414870325035,High,High
Farm_A,32.08595232191282,51.56099577519461,269.92081592928616,Medium,High
Farm_A,30.743337286010558,54.94371043322941,269.329866822953,Low,High
Farm_A,28.487651567559357,36.98552060423312,345.6217624629583,Medium,High
Farm_A,23.165606507922895,56.62851897160975,241.49434869703202,Medium,Low
Farm_A,20.9900978120999,66.27309919131804,294.9092128985215,High,High
Farm_A,28.04217596835098,59.77210306845016,343.1550113085315,Medium,Low
Farm_A,26.017799094702102,37.00896946656361,351.6477366614306,Medium,Low
Farm_A,29.923450754135022,68.68937249401633,305.9790184207077,High,High
Farm_A,25.13465529559222,49.69626366311269,277.0891740349712,Medium,Low
Farm_A,35.84108860908432,47.05641991874252,184.86515052276417,Low,High
Farm_A,27.775271199376643,64.27334838858299,310.3546931116476,Low,Low
Farm_A,32.32522730507591,62.4997924284527,316.2588398264532,Low,High
Farm_A,29.166379834565806,23.524296431067782,295.1345905613987,Medium,High
